transaction_amount,transaction_hour,customer_age,customer_transaction_count,customer_avg_transaction_amount,customer_failed_payment_count,customer_chargeback_count,transactions_last_10_minutes,transactions_last_1_hour,account_age_days,distance_from_billing_location,ip_country_match,device_trust_score,new_device,new_ip,payment_method_age_days,card_bin_risk,merchant_risk_score,previous_fraud_flag,velocity_score,is_fraud
356.58,21,64,37,110.54,2,0,0,1,1040,1.64,1,82,0,0,743,0.086,0.196,0,0.2,0
354.92,8,31,112,296.88,0,0,0,2,1041,8.66,1,91,0,1,115,0.043,0.141,0,1.43,0
25.61,22,62,34,129.55,0,0,0,0,494,2.94,1,83,0,0,750,0.156,0.023,0,0.59,0
224.04,20,24,116,140.65,0,0,0,3,1397,18.81,1,99,0,1,717,0.179,0.14,0,1.18,0
447.81,13,34,92,94.29,0,0,0,3,320,4.79,1,75,0,0,495,0.241,0.113,0,0.84,0
138.21,16,65,70,66.64,0,0,0,2,576,19.57,1,88,0,0,364,0.136,0.048,0,2.18,0
5601.9,1,55,6,104.14,8,3,9,20,5,2437.41,0,25,1,1,3,0.909,0.704,0,11.43,1
377.06,17,54,18,242.35,0,0,0,2,1348,59.96,0,80,0,0,231,0.098,0.052,0,2.34,0
211.54,21,23,12,145.61,0,0,0,2,1144,4.48,1,73,0,0,749,0.103,0.109,0,1.75,0
125.05,18,27,93,298.97,2,0,0,1,497,2.43,1,88,0,1,445,0.018,0.153,0,0.95,0
260.87,21,38,116,117.27,0,0,0,0,65,14.31,1,90,1,0,393,0.174,0.19,0,2.29,0
385.6,20,47,95,122.37,1,0,0,3,606,4.65,1,99,0,0,341,0.217,0.181,0,0.32,0
227.94,18,36,92,197.77,0,0,0,2,241,20.74,1,83,0,0,443,0.121,0.024,0,0.38,0
95.11,11,59,51,277.39,0,0,0,0,1009,0.56,1,77,0,0,527,0.037,0.077,0,2.01,0
390.61,18,47,26,219.75,0,0,0,2,157,0.08,1,88,0,0,85,0.093,0.189,0,2.06,0
199.56,19,29,16,32.08,0,0,0,0,803,16.02,0,74,0,0,542,0.193,0.058,0,0.78,0
332.93,15,25,88,33.26,1,0,0,2,1311,32.53,1,78,0,0,300,0.066,0.16,0,2.09,0
121.91,13,41,50,160.54,1,0,0,0,314,2.02,1,91,0,0,133,0.208,0.057,0,0.34,0
319.17,16,47,74,208.42,0,0,0,2,1326,0.55,1,85,0,0,236,0.146,0.14,0,0.76,0
198.81,12,23,17,119.48,0,0,0,3,870,0.55,1,90,0,0,202,0.217,0.073,0,0.08,0
151.05,20,55,96,121.0,0,0,1,1,837,5.97,1,76,0,0,374,0.108,0.199,0,1.75,0
328.42,13,42,28,106.57,1,0,0,3,613,20.43,1,71,0,0,764,0.183,0.147,0,0.13,0
380.81,17,63,25,246.23,0,0,0,1,242,13.71,1,71,0,0,476,0.08,0.133,0,1.3,0
230.64,22,61,53,85.99,0,0,0,2,1208,1.56,1,95,0,0,246,0.175,0.114,0,1.79,0
260.96,13,35,18,171.96,0,0,0,2,1133,13.85,1,93,0,0,477,0.064,0.197,0,1.19,0
220.7,15,60,80,214.18,0,0,0,2,435,14.6,1,81,0,0,464,0.056,0.175,0,1.98,0
182.87,15,42,70,251.83,0,0,0,1,874,16.13,1,91,0,1,307,0.099,0.196,0,0.19,0
124.37,9,26,86,141.62,0,0,1,1,78,10.8,1,85,0,1,558,0.029,0.094,0,0.29,0
281.69,17,45,31,161.96,0,0,0,3,167,1.99,1,83,0,0,432,0.115,0.148,0,1.79,0
295.45,15,27,108,187.09,0,0,0,3,887,71.57,0,73,1,1,529,0.098,0.184,0,1.84,0
37.4,10,52,53,232.42,0,0,0,1,402,3.02,1,88,0,0,417,0.122,0.191,0,1.25,0
15.3,21,48,69,158.56,0,0,0,3,379,20.57,1,72,0,1,191,0.06,0.042,0,1.53,0
398.99,7,59,101,214.03,0,0,0,3,285,3.79,1,90,0,0,17,0.074,0.102,0,1.8,0
237.01,22,37,103,98.65,1,0,0,3,440,0.49,1,86,0,0,68,0.136,0.161,0,0.67,0
23.81,8,38,98,189.64,0,0,1,2,433,7.35,1,91,0,0,405,0.067,0.184,0,0.47,0
20.43,21,51,31,232.91,0,0,0,3,1190,15.43,1,81,0,1,273,0.135,0.191,0,0.47,0
347.92,7,49,67,207.48,0,0,0,0,1419,28.18,1,80,0,0,292,0.157,0.181,0,2.09,0
207.83,17,51,46,291.37,0,0,0,0,636,7.57,1,73,1,0,251,0.062,0.064,0,0.78,0
147.58,7,27,119,176.96,0,0,0,2,1162,30.91,1,91,0,1,724,0.077,0.166,0,0.02,0
265.5,12,57,95,280.41,0,0,1,2,857,18.01,1,70,1,0,163,0.063,0.032,0,1.32,0
226.9,19,40,7,165.95,0,0,0,2,1318,0.15,1,70,0,0,756,0.019,0.035,0,1.85,0
378.57,13,40,89,184.82,1,0,0,2,673,8.19,1,74,0,0,208,0.087,0.066,0,0.69,0
71.91,14,36,86,297.26,0,0,0,2,534,0.55,1,90,0,0,103,0.114,0.076,0,1.58,0
106.58,8,35,26,127.63,0,0,0,3,814,15.2,0,83,0,0,269,0.24,0.063,0,0.06,0
418.76,7,60,81,87.97,0,0,0,2,1397,14.19,1,90,0,0,537,0.185,0.067,0,1.06,0
435.66,9,51,65,33.01,0,0,0,3,915,0.28,1,94,0,0,31,0.239,0.129,0,1.86,0
24624.32,23,42,9,40.74,8,4,12,21,12,5500.84,1,14,0,0,2,0.79,0.53,1,13.11,1
32.8,7,47,28,201.02,0,0,0,3,1395,7.53,1,99,0,0,595,0.016,0.165,0,0.91,0
365.39,16,38,83,195.22,0,0,0,2,781,4.24,1,83,0,0,716,0.098,0.09,0,2.47,0
133.29,18,48,79,122.43,0,0,1,2,422,4.93,1,97,0,0,521,0.015,0.068,0,1.56,0
199.68,16,65,46,258.26,0,0,0,2,68,38.52,1,94,1,0,428,0.193,0.185,0,2.42,0
51.4,11,64,52,127.53,0,0,0,3,306,15.85,1,73,0,0,174,0.021,0.169,0,1.53,0
310.83,7,56,96,268.58,1,0,0,3,513,5.31,1,86,0,0,50,0.104,0.025,0,0.27,0
58.56,14,47,24,199.58,0,0,0,3,634,28.57,1,78,0,0,582,0.162,0.193,0,1.42,0
2851.35,2,26,10,55.85,8,4,11,23,2,2768.88,0,28,1,1,8,0.666,0.57,1,15.07,1
177.14,8,62,88,40.26,0,0,0,1,793,5.93,1,81,0,0,91,0.23,0.082,0,0.48,0
12.01,16,36,25,238.75,0,0,0,1,1375,26.5,1,77,0,0,626,0.176,0.176,0,0.06,0
66.41,21,36,33,296.32,1,1,0,3,530,5.79,1,75,0,1,454,0.043,0.047,0,2.48,0
342.51,16,26,45,176.27,0,0,0,1,852,7.48,1,78,0,0,496,0.065,0.068,0,1.91,0
42.25,14,47,105,267.6,0,0,0,3,816,7.29,1,90,0,0,72,0.074,0.103,0,1.2,0
48.16,13,33,16,142.82,0,0,0,0,516,3.63,1,79,1,0,383,0.083,0.154,0,2.36,0
329.38,21,37,65,106.12,0,0,0,3,816,4.64,1,96,0,0,221,0.184,0.162,0,0.54,0
414.64,8,24,119,180.99,1,0,0,3,602,3.01,1,80,0,0,517,0.186,0.116,0,0.42,0
433.31,21,42,55,218.47,0,0,0,2,160,14.9,1,82,0,0,31,0.025,0.091,0,1.78,0
395.28,11,31,54,119.97,1,0,0,1,460,26.03,1,89,0,0,138,0.224,0.153,0,2.31,0
135.77,17,54,80,164.82,0,0,0,2,711,3.32,1,76,0,0,154,0.22,0.088,0,1.5,0
137.26,17,54,96,48.52,0,0,0,3,935,15.34,1,83,0,0,296,0.122,0.09,0,2.47,0
226.48,9,59,28,59.11,0,0,0,2,817,4.17,1,86,0,0,411,0.215,0.142,0,0.39,0
142.14,18,55,90,85.8,0,0,1,1,963,1.21,0,90,0,0,787,0.071,0.064,0,1.01,0
61.51,14,54,66,106.0,0,0,0,1,751,14.35,1,85,0,1,768,0.151,0.193,0,0.57,0
114.64,8,55,47,253.66,1,0,0,2,605,5.05,1,96,0,0,247,0.127,0.148,0,0.47,0
297.05,15,43,44,246.13,0,0,0,1,674,15.2,1,74,0,0,356,0.214,0.17,0,2.1,0
384.92,8,65,21,73.74,0,0,1,0,120,0.73,1,75,0,0,105,0.243,0.092,0,2.16,0
319.31,17,40,69,297.39,0,0,0,3,1322,26.46,1,92,0,1,356,0.047,0.149,0,2.34,0
267.95,22,31,84,161.38,0,0,0,3,791,29.01,1,71,0,1,508,0.039,0.198,0,0.73,0
324.85,7,63,59,67.47,0,0,0,0,303,16.35,1,76,0,1,368,0.144,0.16,0,0.79,0
4441.64,3,43,5,99.04,4,1,5,5,11,5887.07,0,10,1,1,9,0.898,0.852,1,13.52,1
21.41,19,47,41,78.67,0,0,0,0,1064,7.59,1,91,0,1,747,0.022,0.023,0,0.99,0
427.29,11,51,68,169.05,2,0,0,3,58,14.37,1,93,1,0,562,0.19,0.064,0,2.38,0
442.97,16,38,118,246.11,0,0,0,0,201,19.61,1,84,0,0,273,0.129,0.074,0,1.71,0
56.21,16,39,48,99.99,0,0,0,0,653,0.01,1,76,0,0,639,0.127,0.048,0,0.87,0
16527.78,21,49,7,36.83,7,3,5,16,15,3403.84,0,39,1,1,2,0.726,0.619,1,11.13,1
434.5,10,39,93,207.53,0,0,0,2,126,25.49,1,83,0,1,27,0.065,0.166,0,0.49,0
231.98,10,52,23,277.28,0,0,0,2,458,11.71,1,96,0,1,317,0.039,0.053,0,0.18,0
216.19,17,37,62,123.75,0,0,0,2,1486,1.4,1,86,1,1,497,0.215,0.045,0,0.51,0
211.65,10,25,73,87.55,0,0,0,1,786,5.03,1,87,0,0,684,0.137,0.14,0,2.33,0
221.72,19,51,39,163.52,0,0,0,1,1149,6.56,1,87,0,0,523,0.142,0.151,0,1.43,0
55.42,9,42,28,108.1,0,0,0,3,550,3.49,1,79,1,0,99,0.029,0.096,0,0.74,0
229.49,11,28,110,228.52,0,0,0,2,1092,8.43,1,70,0,0,357,0.075,0.11,0,1.83,0
233.81,8,55,23,204.36,1,0,0,3,150,2.95,1,88,0,0,218,0.204,0.023,0,1.6,0
338.5,14,29,94,75.13,0,0,0,3,1297,8.1,0,77,1,0,426,0.019,0.059,0,2.16,0
88.07,12,43,92,213.16,0,0,0,1,499,15.94,1,87,0,0,299,0.177,0.084,0,2.47,0
340.14,13,48,104,202.38,0,0,0,1,1359,23.68,1,74,1,0,464,0.071,0.092,0,0.93,0
14.18,18,37,81,32.97,0,0,0,1,338,32.24,0,91,0,0,790,0.076,0.092,0,0.74,0
387.71,7,46,33,296.27,0,0,1,0,502,13.24,1,79,0,0,381,0.012,0.047,0,1.68,0
290.91,17,65,116,251.62,0,0,0,0,981,2.48,1,95,0,0,581,0.046,0.06,0,1.69,0
231.31,9,39,20,46.33,0,0,0,1,251,3.04,1,93,1,0,698,0.107,0.115,0,1.28,0
56.12,7,33,57,50.16,0,0,0,2,549,1.92,1,83,0,0,677,0.11,0.062,0,1.92,0
268.53,18,25,30,224.0,1,0,0,2,345,6.21,1,70,0,0,92,0.141,0.12,0,1.87,0
206.74,22,64,49,200.29,1,0,0,1,771,30.28,1,95,1,1,63,0.225,0.148,0,1.19,0
392.38,12,54,94,101.82,0,0,0,2,774,1.69,1,83,0,1,796,0.068,0.079,0,0.41,0
348.57,9,28,5,226.29,0,0,0,3,539,3.18,1,93,0,1,363,0.077,0.029,0,1.39,0
307.32,11,63,62,63.6,0,0,0,0,1171,24.59,1,80,0,0,393,0.094,0.04,0,1.13,0
146.72,19,33,108,93.82,0,0,0,3,806,55.36,1,90,0,0,709,0.027,0.167,0,0.31,0
1957.34,4,52,8,100.53,7,3,4,5,2,8485.68,0,25,1,1,10,0.653,0.662,1,17.64,1
96.11,13,47,39,186.72,0,0,1,2,1056,9.97,1,98,0,0,599,0.111,0.085,0,1.42,0
213.34,13,50,31,275.27,0,0,0,0,300,1.72,1,92,1,0,694,0.206,0.135,0,0.76,0
272.97,19,37,27,246.07,0,0,0,3,268,1.75,1,87,1,0,732,0.164,0.103,0,2.22,0
125.77,18,25,64,78.97,0,0,1,2,770,7.22,1,99,0,0,506,0.192,0.114,0,1.78,0
3199.01,23,32,7,101.22,7,3,3,6,1,8153.04,0,32,1,1,8,0.685,0.874,1,12.43,1
245.37,17,39,62,295.51,0,0,0,0,985,11.63,1,98,0,0,725,0.015,0.169,0,0.48,0
28.05,22,58,105,267.19,1,0,0,0,90,23.67,1,90,0,0,748,0.098,0.131,0,0.83,0
355.82,22,34,120,184.1,0,0,0,2,552,8.68,1,71,0,0,340,0.12,0.053,0,0.69,0
19422.78,4,20,1,41.23,2,5,12,16,4,5373.66,0,11,1,1,5,0.956,0.738,1,14.81,1
117.02,14,51,10,191.74,0,0,0,2,1046,10.38,1,77,0,0,598,0.163,0.135,0,2.42,0
363.52,18,34,48,187.96,0,0,0,0,1237,15.98,1,85,0,1,505,0.231,0.03,0,2.03,0
104.93,11,38,89,173.64,0,0,0,2,384,39.31,1,77,0,1,191,0.219,0.142,0,0.98,0
325.91,14,27,52,160.36,0,0,0,0,1431,1.78,0,81,0,0,178,0.129,0.105,0,0.2,0
446.05,14,62,29,131.45,0,1,0,3,277,38.46,1,81,0,1,567,0.222,0.085,0,1.05,0
54.12,12,31,8,192.94,0,0,0,1,1443,18.39,1,76,0,1,594,0.25,0.093,0,0.47,0
188.98,17,61,16,127.96,0,0,0,1,590,0.15,1,77,0,1,141,0.052,0.151,0,2.05,0
86.43,12,61,10,68.75,0,0,0,2,1021,1.28,1,84,0,0,544,0.074,0.103,0,1.84,0
314.04,19,41,14,261.43,0,0,0,1,292,1.41,1,70,0,0,189,0.078,0.044,0,0.29,0
194.52,15,51,97,213.89,1,0,0,1,333,6.25,1,92,1,0,709,0.161,0.192,0,0.06,0
25.54,14,40,33,281.9,1,0,0,0,270,2.66,1,93,0,1,314,0.083,0.04,0,0.79,0
248.89,22,25,90,124.44,0,0,1,2,1074,28.7,1,85,0,0,576,0.244,0.176,0,1.31,0
240.64,8,28,90,192.24,0,0,0,3,490,2.0,1,74,0,0,243,0.225,0.199,0,1.76,0
364.84,19,32,111,102.98,2,0,0,2,1009,4.19,1,95,0,1,449,0.237,0.17,0,1.51,0
29.7,7,34,68,175.74,1,0,0,1,41,10.48,1,78,0,0,429,0.012,0.143,0,1.16,0
416.04,11,51,19,190.3,0,0,0,3,39,12.75,1,92,0,0,382,0.158,0.154,0,2.08,0
255.34,10,26,86,132.34,1,0,0,1,1470,0.97,1,91,0,0,149,0.132,0.127,0,0.48,0
130.02,18,36,14,111.91,0,0,0,2,552,61.27,1,83,0,0,74,0.04,0.027,0,1.47,0
324.6,21,45,64,187.77,0,0,0,0,1142,0.36,1,70,0,0,109,0.018,0.08,0,1.87,0
403.0,15,55,85,121.67,0,0,0,2,1489,27.64,1,86,1,0,136,0.242,0.166,0,0.83,0
250.58,7,63,109,284.2,0,0,0,1,1497,1.26,1,82,0,0,594,0.097,0.022,0,2.37,0
218.49,21,34,112,74.62,0,0,0,1,966,1.45,1,86,0,1,232,0.099,0.18,0,0.14,0
35.24,10,25,108,85.79,0,0,1,1,455,11.31,1,75,1,0,358,0.021,0.072,0,0.07,0
270.17,17,31,34,131.48,0,0,1,3,1462,9.05,1,80,0,0,788,0.139,0.123,0,0.11,0
210.48,7,31,58,100.92,0,0,0,3,370,0.44,1,89,0,0,57,0.038,0.16,0,0.75,0
361.33,19,30,78,85.92,1,0,0,3,575,31.3,1,87,1,0,790,0.198,0.112,0,1.63,0
147.39,16,28,64,289.01,0,0,0,3,826,4.4,1,86,0,0,609,0.112,0.191,0,0.15,0
322.87,21,34,51,194.85,2,1,1,3,903,0.55,1,94,0,0,656,0.241,0.184,0,1.8,0
289.63,9,59,63,205.28,0,0,0,1,718,5.04,1,93,0,0,153,0.088,0.136,0,0.92,0
398.08,10,47,17,79.78,0,0,0,1,1110,21.36,1,90,0,0,683,0.158,0.189,0,2.19,0
216.77,19,63,103,194.4,0,0,0,0,507,1.69,1,79,0,1,71,0.182,0.042,0,2.35,0
12.68,16,51,78,149.18,0,0,0,0,772,20.06,1,93,1,0,778,0.069,0.135,0,1.3,0
260.54,15,65,41,100.87,0,0,0,3,1392,17.39,1,90,0,1,523,0.206,0.164,0,0.33,0
254.34,11,50,68,240.1,0,1,0,3,904,1.73,1,93,1,0,397,0.04,0.058,0,2.32,0
52.59,17,57,50,185.16,0,0,0,1,578,1.09,1,73,0,0,236,0.101,0.028,0,0.27,0
22.99,21,35,52,70.5,0,0,0,3,1378,14.38,1,89,0,0,474,0.146,0.149,0,1.83,0
143.34,9,21,10,57.35,0,0,0,2,1320,10.83,1,88,0,0,143,0.154,0.197,0,0.4,0
38.71,10,34,17,255.46,1,0,0,0,1204,0.69,1,84,0,0,715,0.186,0.181,0,0.95,0
396.61,10,36,32,253.74,0,0,0,1,316,32.5,1,96,0,0,552,0.013,0.119,0,1.25,0
443.99,8,24,60,122.36,0,0,1,1,1498,31.2,1,87,0,0,199,0.241,0.095,0,1.21,0
269.09,8,37,34,148.75,0,0,0,0,236,0.53,0,95,0,0,675,0.132,0.146,0,2.27,0
215.38,11,34,24,265.57,0,0,0,1,1216,4.57,1,73,0,0,47,0.053,0.046,0,2.23,0
281.16,8,42,100,269.4,0,0,0,2,427,20.17,1,80,0,0,753,0.145,0.192,0,0.13,0
355.45,10,33,55,118.58,0,0,1,3,623,24.4,0,87,0,0,263,0.106,0.134,0,0.12,0
441.36,7,43,93,83.94,0,0,0,1,718,8.89,1,87,0,1,19,0.158,0.173,0,1.65,0
296.56,7,65,44,94.05,2,0,0,3,699,7.53,0,84,1,0,656,0.03,0.033,0,0.95,0
317.04,14,52,77,276.47,0,0,0,1,1135,2.5,1,76,0,1,284,0.217,0.179,0,1.32,0
278.98,13,49,18,285.55,0,0,0,2,1322,4.0,1,96,0,1,162,0.148,0.114,0,1.47,0
313.25,11,22,74,135.6,0,0,0,0,684,1.35,0,94,0,0,161,0.129,0.041,0,0.51,0
130.83,9,40,45,153.31,0,0,0,0,761,15.36,1,83,1,0,490,0.223,0.025,0,0.23,0
424.85,14,33,110,77.93,0,0,1,2,210,19.41,1,80,0,1,598,0.018,0.139,0,1.65,0
200.53,12,58,56,96.48,1,0,0,2,725,6.94,1,76,0,1,152,0.112,0.03,0,1.14,0
351.74,20,48,21,186.18,0,0,0,2,1415,5.32,1,97,1,0,119,0.103,0.166,0,1.71,0
404.86,16,42,98,245.38,1,0,0,2,622,1.04,1,72,0,1,724,0.195,0.036,0,1.03,0
326.34,18,21,55,166.56,0,0,0,3,827,5.51,1,73,0,0,735,0.174,0.052,0,0.94,0
85.06,19,39,75,277.74,0,0,0,0,288,7.21,1,83,0,0,153,0.231,0.127,0,1.81,0
200.09,8,23,35,187.04,0,0,0,1,871,59.52,1,93,0,0,625,0.221,0.043,0,0.44,0
35.08,18,43,17,265.75,0,0,1,3,942,52.49,1,74,0,0,358,0.081,0.054,0,2.43,0
179.39,7,43,59,171.33,0,0,1,0,134,0.34,1,92,1,0,68,0.246,0.184,0,1.83,0
90.38,20,23,23,118.94,0,0,0,0,911,6.82,1,75,0,0,70,0.064,0.058,0,0.83,0
218.0,15,50,53,137.15,0,0,1,2,63,33.32,1,89,1,1,500,0.139,0.161,0,2.42,0
397.59,13,45,22,140.31,1,0,0,1,826,46.05,1,85,0,0,741,0.12,0.053,0,2.31,0
343.98,19,42,8,75.64,0,0,0,2,650,7.21,0,91,0,1,617,0.02,0.049,0,0.61,0
57.94,10,23,107,136.34,0,0,0,1,1255,1.18,1,89,0,0,17,0.01,0.099,0,0.72,0
198.33,8,47,21,175.8,0,0,0,2,447,6.69,1,99,0,0,626,0.087,0.123,0,2.26,0
198.82,19,46,44,237.91,1,0,0,2,1395,2.99,1,88,0,0,403,0.064,0.153,0,1.31,0
259.3,7,42,117,63.25,0,0,0,0,820,12.56,1,72,0,0,496,0.097,0.041,0,1.9,0
368.29,12,61,23,107.33,0,0,0,0,774,10.41,1,87,0,0,458,0.044,0.144,0,0.76,0
419.54,19,50,56,49.22,2,0,0,2,35,0.33,1,97,0,0,723,0.224,0.064,0,0.33,0
290.79,10,44,118,295.43,0,0,0,2,736,0.03,1,84,0,0,412,0.158,0.162,0,2.15,0
16.58,11,25,74,219.08,0,0,0,3,718,8.42,1,94,0,0,702,0.19,0.057,0,0.94,0
15.36,18,43,44,293.93,1,0,0,3,881,24.42,1,95,0,0,761,0.225,0.045,0,0.22,0
240.63,12,37,47,183.89,0,0,0,1,734,25.15,1,78,0,0,238,0.121,0.077,0,1.29,0
278.21,14,33,107,105.0,0,0,0,2,80,5.41,1,94,0,0,695,0.142,0.07,0,1.17,0
137.01,10,61,51,157.63,0,0,0,3,389,24.65,1,74,0,0,798,0.094,0.174,0,0.66,0
204.96,14,42,25,230.39,0,0,0,0,1135,27.15,1,75,0,0,672,0.052,0.148,0,1.92,0
288.51,11,22,8,100.24,0,0,0,0,1050,17.96,1,74,0,0,271,0.027,0.182,0,0.86,0
350.19,15,23,14,289.28,0,0,0,1,1477,9.94,1,73,0,0,484,0.152,0.119,0,1.75,0
359.64,7,26,57,95.34,0,0,0,0,104,7.94,1,87,1,0,393,0.199,0.118,0,1.24,0
284.35,14,31,15,168.7,2,0,0,3,1229,6.55,1,72,0,0,478,0.033,0.095,0,0.46,0
245.94,10,39,88,226.71,2,0,0,3,1139,5.19,1,73,0,0,265,0.157,0.145,0,2.26,0
218.02,19,44,50,202.54,0,0,1,1,1446,4.39,1,88,0,0,511,0.167,0.092,0,1.07,0
209.78,17,56,46,160.82,0,0,0,2,629,3.55,1,97,0,0,177,0.083,0.158,0,1.15,0
128.17,17,58,21,114.69,1,0,0,1,1350,10.21,1,78,0,1,90,0.131,0.062,0,0.22,0
70.87,18,33,62,232.47,0,0,0,1,1005,7.4,1,85,0,0,168,0.015,0.176,0,0.89,0
347.7,18,61,98,74.13,0,0,0,3,40,12.69,1,89,0,0,745,0.175,0.063,0,0.33,0
419.41,7,30,19,240.39,0,0,0,3,1295,2.36,1,99,0,0,197,0.028,0.192,0,0.6,0
399.87,14,46,66,47.24,0,0,0,2,1079,17.36,1,93,0,0,784,0.011,0.18,0,2.12,0
378.96,14,34,30,131.64,0,0,0,3,253,6.3,1,93,0,0,616,0.02,0.176,0,0.02,0
322.9,9,40,75,251.69,0,0,0,1,1420,106.5,1,79,0,0,592,0.223,0.173,0,0.77,0
23931.52,20,49,4,53.34,8,1,7,18,4,3977.18,0,11,1,1,7,0.837,0.759,1,15.7,1
376.84,7,23,39,102.43,0,0,0,1,241,2.06,1,96,0,0,441,0.147,0.114,0,1.22,0
156.78,8,37,58,259.72,0,0,0,1,1047,12.64,1,74,0,1,589,0.058,0.152,0,1.23,0
404.31,13,49,101,291.19,0,0,0,1,738,27.83,1,88,0,0,777,0.126,0.15,0,0.08,0
436.3,14,26,9,112.91,0,0,1,3,1340,3.93,1,86,0,0,197,0.189,0.198,0,1.98,0
246.08,10,60,73,252.43,0,0,0,2,73,7.67,1,85,0,0,223,0.154,0.083,0,2.02,0
283.74,20,38,55,159.15,0,0,0,1,397,18.03,1,99,1,0,291,0.184,0.034,0,0.78,0
57.31,14,48,21,62.69,0,0,0,2,272,10.17,1,72,1,0,312,0.055,0.199,0,1.11,0
4929.58,18,33,13,85.96,7,5,10,24,12,6072.28,0,32,1,1,7,0.857,0.549,1,10.39,1
440.13,13,41,94,245.22,0,0,0,2,1370,27.86,1,89,0,0,575,0.021,0.088,0,0.95,0
108.24,10,64,119,89.73,0,0,1,1,1414,52.77,1,74,0,0,286,0.159,0.15,0,0.36,0
333.15,9,56,104,60.33,0,0,0,3,1279,15.75,1,72,0,0,298,0.122,0.18,0,0.38,0
91.76,13,43,80,77.9,0,0,0,3,600,33.0,1,71,1,1,334,0.013,0.069,0,1.59,0
443.83,22,41,96,214.8,0,0,0,2,566,28.42,1,90,1,0,424,0.152,0.117,0,0.1,0
47.29,19,24,86,254.92,1,0,0,2,527,2.47,1,97,0,0,195,0.077,0.17,0,0.13,0
395.63,7,55,41,212.33,0,0,0,1,647,10.77,1,78,1,0,330,0.037,0.08,0,2.18,0
245.48,20,64,79,270.56,1,0,0,2,1039,15.96,1,86,0,1,336,0.224,0.034,0,1.14,0
22.24,22,45,93,196.39,0,0,0,2,595,3.22,1,99,0,0,187,0.137,0.171,0,2.24,0
323.67,11,63,59,228.28,0,0,0,1,1205,3.01,1,72,0,0,785,0.072,0.144,0,0.78,0
10.86,7,61,42,59.84,0,0,0,3,1199,5.42,1,85,0,0,716,0.173,0.142,0,0.89,0
115.62,22,32,15,259.28,0,0,0,2,962,8.97,1,92,0,0,490,0.2,0.132,1,2.16,0
93.9,21,54,82,76.25,0,0,0,2,155,15.35,1,88,1,0,358,0.065,0.049,0,0.95,0
330.92,22,22,82,224.19,0,0,0,3,1406,2.77,1,71,0,0,553,0.2,0.088,0,2.26,0
143.6,7,46,61,164.9,0,0,0,3,65,12.61,1,93,0,0,270,0.161,0.162,0,1.39,0
401.23,17,51,31,171.31,0,0,0,0,1201,7.78,1,93,0,0,134,0.108,0.195,0,0.17,0
30.09,7,31,41,151.41,0,0,1,3,708,22.14,1,84,0,0,695,0.155,0.024,0,2.14,0
15.12,9,29,115,197.64,1,0,0,3,731,25.18,1,83,0,1,131,0.083,0.021,0,1.06,0
391.39,10,64,45,198.14,0,0,0,0,930,0.85,1,81,0,0,627,0.124,0.116,0,2.25,0
209.37,9,58,109,33.17,0,0,0,1,284,0.9,1,70,0,0,751,0.106,0.061,0,2.15,0
343.3,15,53,41,40.12,0,0,0,3,1239,17.86,1,84,0,1,710,0.147,0.149,0,2.43,0
309.9,7,31,49,252.29,0,0,0,0,805,5.22,1,82,0,0,353,0.179,0.173,0,0.36,0
71.5,9,48,22,238.03,0,0,0,2,293,15.41,1,71,0,0,492,0.134,0.149,0,0.07,0
46.61,9,25,88,226.62,0,0,0,3,96,4.93,1,74,0,0,76,0.246,0.082,0,2.4,0
411.09,14,25,71,246.7,0,0,0,2,388,28.63,1,76,0,0,236,0.123,0.18,0,0.26,0
120.91,17,53,59,126.32,1,0,0,3,271,0.43,1,93,0,0,663,0.096,0.111,0,1.67,0
224.19,12,59,110,88.23,0,0,0,2,148,27.38,1,75,0,0,261,0.146,0.129,0,1.64,0
434.64,18,53,27,92.74,0,0,0,2,1020,1.61,1,75,0,0,15,0.172,0.144,0,2.13,0
410.17,13,47,114,57.66,0,0,1,2,684,25.4,1,98,0,1,212,0.076,0.064,0,2.35,0
170.07,9,59,19,118.39,0,0,0,1,1265,4.07,1,85,0,0,788,0.107,0.044,0,0.58,0
376.63,17,27,33,83.81,0,0,0,2,980,5.87,1,88,0,0,505,0.026,0.142,0,0.53,0
306.97,20,45,85,192.65,0,0,1,1,517,4.0,1,80,0,1,595,0.042,0.021,0,2.48,0
83.56,9,51,111,31.7,0,0,0,1,491,21.38,1,95,0,1,384,0.045,0.137,0,0.86,0
70.08,16,45,84,81.02,0,0,0,1,223,0.27,1,72,1,0,34,0.134,0.033,0,2.45,0
251.0,10,57,91,203.47,0,0,0,0,85,5.99,1,70,0,0,236,0.167,0.142,0,0.69,0
401.15,16,29,53,185.61,0,0,0,0,1449,7.77,1,79,0,0,568,0.15,0.06,0,2.13,0
278.24,20,50,21,255.24,1,0,0,2,764,16.99,1,74,1,0,56,0.097,0.151,0,0.59,0
405.27,10,62,8,214.65,0,0,0,3,223,9.14,1,84,0,1,752,0.097,0.091,0,0.05,0
229.81,14,44,33,215.51,0,1,0,2,675,25.72,1,76,0,1,313,0.174,0.12,0,1.86,0
35.26,21,23,33,241.05,0,0,0,2,345,3.82,1,92,0,0,460,0.033,0.035,0,0.7,0
401.99,16,52,120,37.41,0,0,0,0,1029,25.6,1,70,0,0,777,0.083,0.139,0,2.34,0
